x,y,chromosome
1170001,1.07374310056379,1
1175001,1.0536963416673,1
1185001,1.20263668076854,1
1190001,1.08954497609317,1
1195001,1.03701151338416,1
1200001,1.07392153124763,1
1205001,1.06086326730803,1
1210001,1.21656796925129,1
1220001,1.1111914254136,1
1225001,1.05888624092664,1
1230001,1.04362435973107,1
1235001,1.06472275637989,1
1240001,1.18120379591129,1
1245001,1.13932434523405,1
1255001,1.14639524203696,1
1260001,1.08464032946515,1
1265001,1.0399506496655,1
1270001,1.02045986611422,1
1275001,1.03088340935489,1
1280001,1.05038995011255,1
1285001,1.0233701896752,1
1290001,1.08346133985683,1
1295001,1.13325555126836,1
1300001,1.16974764447022,1
1305001,1.06566250493518,1
1310001,1.07886397451737,1
1315001,1.05643646763143,1
1320001,1.16723717473992,1
1325001,1.13297776295783,1
1330001,1.24313487281652,1
1335001,1.12297628811865,1
1340001,1.25485744028209,1
1345001,1.21231192073832,1
1350001,1.18136492300923,1
1355001,1.15190240695799,1
1360001,1.02558846813762,1
1365001,1.10757976662471,1
1370001,1.08175652168457,1
1375001,1.02097409354014,1
1380001,1.19835840566434,1
1385001,1.23749790172123,1
1390001,1.26943803123743,1
1395001,1.2725372966889,1
1400001,1.29676110749477,1
1405001,0.990021696607165,1
1410001,1.32202775817138,1
1415001,1.2104431077436,1
1420001,1.11980992752831,1
1425001,1.20822906624979,1
1430001,1.30110331968373,1
1435001,1.1910153888799,1
1440001,1.11404921893409,1
1445001,1.21175666333697,1
1450001,1.00556566249609,1
1455001,1.11582905703886,1
1460001,1.19119042399816,1
1465001,1.08829281212975,1
1470001,1.0733715662019,1
1475001,1.04648409061963,1
1480001,1.07947592559356,1
1485001,1.12326586609266,1
1490001,1.11627371104565,1
1495001,1.01680880881324,1
1500001,1.16836285120254,1
1505001,1.24890777941634,1
1510001,1.30099920964195,1
1515001,1.19586610392214,1
1520001,1.17111994435808,1
1525001,1.17324235938179,1
1530001,1.11293391917014,1
1535001,1.18191324100634,1
1540001,1.11701458787744,1
1545001,1.12688701519769,1
1550001,1.21910029480849,1
1555001,1.02066238635226,1
1560001,0.967407028151609,1
1565001,1.3114844171557,1
1575001,1.15338106671918,1
1585001,1.24577479189797,1
1590001,1.3941747598553,1
1600001,1.08646569746001,1
1605001,1.17370048510915,1
1610001,1.1722906011825,1
1615001,1.28637015363154,1
1620001,1.54063090632365,1
1625001,1.14146427462854,1
1630001,1.31323419906113,1
1635001,1.29922553539289,1
1645001,1.16291242404639,1
1650001,1.1452178960074,1
1655001,1.38298546175049,1
1660001,1.24993954926368,1
1670001,1.45217569705491,1
1675001,1.36995884567749,1
1685001,1.03568024597999,1
1690001,1.0754947417077,1
1695001,1.21138121317323,1
1700001,1.27044839983163,1
1705001,1.2069054090233,1
1710001,1.35796173529241,1
1715001,1.13513132662798,1
1720001,1.10583386293763,1
1725001,1.09144272463596,1
1730001,1.19647477667097,1
1735001,1.32096608982689,1
1740001,1.19218968465982,1
1745001,1.11957262267578,1
1750001,1.1516979819577,1
1755001,1.16332823107643,1
1760001,1.08449949062549,1
1765001,1.11051656308786,1
1770001,1.1437344009175,1
1775001,1.11785301717449,1
1780001,1.10005444710706,1
1785001,1.11066790146497,1
1790001,1.04894767313503,1
1795001,1.24526565209697,1
1800001,1.11489403900262,1
1805001,1.19378982047751,1
1810001,1.07882736600036,1
1815001,1.20787389531806,1
1820001,1.13393606007813,1
1825001,0.958216866195819,1
1830001,1.1012266802626,1
1835001,1.3233681571134,1
1840001,1.25477274182904,1
1845001,1.13897984380283,1
1850001,1.0041248125412,1
1860001,1.15579372489825,1
1865001,0.969864559121679,1
1870001,1.17845923020001,1
1875001,1.07784087825224,1
1880001,1.0873134916065,1
1885001,1.0581712118109,1
1890001,1.11170969362452,1
1895001,1.0885950950168,1
1900001,1.02640897294599,1
1905001,1.11203099283518,1
1910001,1.07287170510397,1
1915001,1.15474151978923,1
1920001,1.1572172949076,1
1925001,1.32265762283212,1
1930001,1.23859396081386,1
1935001,1.20842487754304,1
1940001,1.02045594609842,1
1945001,1.09074781073728,1
1950001,1.1364495976033,1
1955001,1.11676318875918,1
1960001,1.01167974942157,1
1965001,1.03299745038239,1
1970001,1.10646857472431,1
1975001,1.02862472319879,1
1980001,1.10541672459903,1
1985001,1.14676621410164,1
1990001,1.06704436749345,1
1995001,1.13905868749584,1
2000001,1.06499342292209,1
2005001,1.0856343295004,1
2010001,1.1576954888036,1
2015001,1.00182504034883,1
2020001,1.06660997276653,1
2025001,1.05742175226892,1
2030001,1.07217836998841,1
2035001,1.08756488047717,1
2040001,1.06286520625083,1
2045001,1.04966753281572,1
2055001,1.08648897293019,1
2060001,1.18028709339982,1
2065001,1.08759070731704,1
2070001,1.14849223321544,1
2075001,0.993862851015986,1
2080001,1.08164901153386,1
2085001,1.08512074709777,1
2090001,1.11645071104844,1
2095001,1.11091745135036,1
2100001,1.0860114153198,1
2105001,1.03908545129726,1
2110001,1.11023437801954,1
2115001,1.15360245486105,1
2120001,1.16886021709993,1
2125001,1.14656213599366,1
2130001,1.20166206394625,1
2135001,1.19119751361296,1
2140001,1.09616553179423,1
2145001,1.03661472407946,1
2150001,1.1277309406747,1
2155001,1.15801654708315,1
2160001,1.15116745177998,1
2165001,1.17213485987571,1
2170001,1.13320354039507,1
2175001,1.1960426676491,1
2180001,1.15092023362555,1
2185001,1.12305855493419,1
2190001,1.19835854683893,1
2195001,1.14441082341283,1
2200001,1.10942847511585,1
2205001,1.02613642331794,1
2215001,1.16014321636217,1
2220001,1.16084350751234,1
2225001,1.07620346371395,1
2230001,0.977661397753166,1
2235001,1.1517966498691,1
2240001,1.04766273759534,1
2245001,1.05633137882018,1
2250001,1.06590608470323,1
2255001,1.04011992609994,1
2260001,1.00300749044511,1
2265001,1.05603779554185,1
2270001,1.02427909192808,1
2275001,1.04334932462403,1
2280001,0.985839210136395,1
2285001,1.06120427871273,1
2290001,1.14594528035445,1
2295001,1.36523954124999,1
2300001,1.11583981247852,1
2305001,0.992480962794363,1
2310001,1.07509013544758,1
2315001,1.08188683868814,1
2320001,1.21433263190481,1
2325001,1.0866607591096,1
2330001,1.06789023712882,1
2335001,1.06149181677314,1
2340001,1.04747399839308,1
2345001,1.06109375740621,1
2350001,1.14793849008828,1
2355001,1.04164754879033,1
2360001,1.06159427183227,1
2365001,1.05286314235523,1
2370001,1.04373793820816,1
2375001,1.00344327740097,1
2380001,1.06518274248419,1
2385001,0.97968277699934,1
2390001,1.01841644189497,1
2395001,1.0204029088294,1
2400001,1.09155916703923,1
2405001,0.903408204267715,1
2410001,1.09597251059107,1
2415001,1.08232552935692,1
2420001,1.01927516003629,1
2425001,1.17877434438743,1
2430001,1.03095456108811,1
2435001,1.0902460104183,1
2440001,1.08870424655469,1
2445001,1.03142655186123,1
2450001,1.0545946272686,1
2455001,1.05667520531432,1
2460001,1.16090915264757,1
2465001,0.990319183742007,1
2470001,1.244676052988,1
2475001,1.13408983188021,1
2480001,1.21832221461726,1
2485001,1.14290573936773,1
2490001,1.11345215519108,1
2495001,1.12872436886367,1
2500001,1.19778103630316,1
2505001,1.17264284959071,1
2510001,1.1406075435468,1
2515001,1.18517914568378,1
2520001,1.14944438128718,1
2525001,1.0872983077239,1
2530001,1.12114158811734,1
2535001,1.0936883455746,1
2540001,1.14121078044413,1
2545001,1.11577088329628,1
2550001,1.15087634509698,1
2555001,1.26977586058561,1
2560001,1.09711376044689,1
2565001,1.03751038382688,1
2570001,1.18434099950501,1
2575001,1.01634064826958,1
2580001,1.10811880865615,1
2585001,1.0468715508741,1
2590001,0.860934722364318,1
2615001,1.10733608195604,1
2620001,1.0125627850291,1
2625001,1.00888137748142,1
2680001,1.10692295174126,1
2685001,1.08922507104386,1
2690001,1.10444030823563,1
2695001,1.03692763689272,1
2700001,1.05093481959395,1
2705001,1.14333655264956,1
2710001,1.03273760559694,1
2715001,1.08661555209702,1
2720001,1.12319760512654,1
2725001,1.01062764590127,1
2730001,1.11761909232589,1
2735001,1.07422434350046,1
2740001,1.11653504865564,1
2745001,1.11383868903231,1
2750001,1.06126187110706,1
2755001,1.04310731299135,1
2760001,1.13937920980548,1
2765001,1.00986455380329,1
2770001,1.04852481050589,1
2775001,1.10526059083507,1
2780001,1.08254155701115,1
2785001,1.05528838525404,1
2790001,1.07538050066996,1
2795001,1.10873629168206,1
2800001,1.03950736037083,1
2805001,1.07242127716269,1
2810001,0.956911708785297,1
2815001,1.06483152571537,1
2820001,1.06913108345385,1
2825001,0.958033115515417,1
2830001,1.02159549975052,1
2835001,1.04726383677658,1
2840001,1.10419448156412,1
2845001,1.02162804826977,1
2850001,1.01248164260193,1
2855001,1.05376681351178,1
2860001,1.0054397725495,1
2865001,1.00164276950587,1
2870001,1.05411513338087,1
2875001,1.11799627257174,1
2880001,1.02223708810535,1
2885001,1.11104257016379,1
2890001,0.986240782529596,1
2895001,1.09055766541578,1
2900001,1.07850507169301,1
2905001,1.12812769239614,1
2910001,1.12177756356432,1
2915001,0.990796489230688,1
2920001,1.10012878880638,1
2925001,0.935773538239656,1
2930001,1.01619605826397,1
2935001,1.0949321621043,1
2940001,1.02050313915756,1
2945001,0.999935173300775,1
2950001,0.994616277670719,1
2955001,1.07576733467947,1
2960001,1.07035094375451,1
2965001,0.946399383143147,1
2970001,1.09486292015905,1
2975001,0.999848580113572,1
2980001,1.17739477550107,1
2985001,1.27107898432458,1
2990001,1.09903815652521,1
2995001,1.0978084861053,1
3000001,1.04620662688468,1
3005001,1.05139009694916,1
3010001,1.0212611006878,1
3015001,0.976316530190788,1
3020001,1.06984850440015,1
3025001,1.0709600581873,1
3030001,1.05462308509178,1
3035001,0.994334650642395,1
3040001,1.08113732966451,1
3045001,1.06587361846671,1
3050001,0.993178057777055,1
3055001,1.10203170872157,1
3060001,0.994584426343886,1
3065001,1.05095573877938,1
3070001,1.08536078323097,1
3075001,1.15866326618214,1
3080001,1.09266785375777,1
3085001,1.0785885774063,1
3090001,1.04252645683711,1
3095001,1.00751747500644,1
3100001,1.0849763185048,1
3105001,1.05093841002663,1
3110001,1.05164890473424,1
3115001,1.0277472758066,1
3120001,1.1386404329069,1
3125001,0.971650125748931,1
3130001,1.24244683623183,1
3135001,1.04735183371763,1
3140001,0.997991134176203,1
3145001,1.07274433158866,1
3150001,1.03582817065042,1
3155001,1.11097345195845,1
3160001,1.09506740430476,1
3165001,1.07145500980107,1
3170001,1.12526923568779,1
3175001,1.06859688225868,1
3180001,1.07089648182311,1
3185001,0.908195896476779,1
3190001,1.03700121923614,1
3195001,1.07983105124738,1
3200001,1.06919957180363,1
3205001,0.994991066177548,1
3210001,1.12483561659771,1
3215001,0.971548639827697,1
3220001,1.0103843206612,1
3225001,1.03972497481975,1
3230001,1.07560093609416,1
3235001,0.946408567261542,1
3240001,1.0573180913414,1
3245001,0.99756730817193,1
3250001,0.969015926623742,1
3255001,1.04882193579521,1
3260001,1.02663215820318,1
3265001,1.12844062138667,1
3270001,1.06263589723994,1
3275001,1.06368661054771,1
3280001,1.09871788099683,1
3285001,0.999771973869721,1
3290001,1.07605654130075,1
3295001,1.05747859855241,1
3300001,1.15922501442775,1
3305001,1.11136153559417,1
3310001,1.23210860670614,1
3315001,1.0417202121234,1
3320001,1.06034051826919,1
3325001,1.01851001182881,1
3330001,1.08088392091918,1
3335001,1.14936095618511,1
3340001,1.15235390681387,1
3345001,1.04121494106381,1
3350001,1.0583934948868,1
3355001,1.04989659395797,1
3360001,1.10921701060648,1
3365001,1.0758340180834,1
3370001,1.10922700102923,1
3375001,1.10136682527497,1
3380001,0.972296949629539,1
3385001,1.00190040321347,1
3395001,1.01271065448604,1
3400001,1.07761362490795,1
3405001,0.971839043938073,1
3410001,0.926764671599653,1
3415001,0.979028601807783,1
3420001,1.01535530001119,1
3425001,1.07332764034043,1
3430001,1.02280088500721,1
3435001,0.992864302313341,1
3440001,0.997545847664991,1
3445001,0.97470128533087,1
3450001,1.13983107789775,1
3455001,1.09132191733157,1
3460001,1.10457734164509,1
3465001,1.12897289888745,1
3470001,1.10528277361942,1
3475001,1.01126055912645,1
3480001,1.04802866733115,1
3485001,0.913161124246046,1
3490001,1.01805004622548,1
3495001,0.970257771152181,1
3500001,1.08749515463632,1
3505001,1.04630476858027,1
3510001,1.05330669132715,1
3515001,1.09821152893542,1
3520001,0.95642572584826,1
3525001,1.02983552069744,1
3530001,1.12205252676883,1
3535001,1.12202519648843,1
3540001,1.21152139801505,1
3545001,1.12506379678343,1
3550001,1.08989774077114,1
3555001,1.06109733196822,1
3565001,1.08552537581766,1
3570001,1.20371172951001,1
3575001,1.1813754143946,1
3580001,1.09516556812807,1
3585001,1.13083626538902,1
3590001,1.02040068266738,1
3595001,1.03346832101244,1
3600001,0.999896416439432,1
3605001,1.0794725154346,1
3610001,1.23924956092454,1
3615001,1.03445078654003,1
3620001,0.968970523903026,1
3625001,1.09473641255857,1
3630001,1.05881199398639,1
3635001,0.977718053437405,1
3640001,1.06394002949892,1
3645001,1.00098002409767,1
3650001,1.09033197902395,1
3655001,1.02068607189659,1
3660001,1.04602914029007,1
3665001,1.06296782397058,1
3670001,1.12081409531362,1
3675001,1.30098499306521,1
3680001,1.04287110389061,1
3685001,1.09011592328343,1
3690001,0.981784346771575,1
3695001,1.12259471790834,1
3700001,1.09248872996134,1
3705001,1.05546819499996,1
3710001,1.12104135263122,1
3715001,1.10079168475334,1
3720001,1.08923553170353,1
3725001,1.12776610345861,1
3730001,1.12279827872219,1
3735001,1.0450105951587,1
3740001,1.1058739870642,1
3745001,1.13995832246877,1
3750001,1.1245545936981,1
3755001,1.15197217542844,1
3760001,1.10601404408909,1
3765001,1.16128988816396,1
3770001,1.07085440889832,1
3775001,1.00500982768891,1
3780001,1.14663255936783,1
3785001,1.14670780635396,1
3790001,0.983422300924104,1
3795001,1.09755405795542,1
3800001,1.08564294654579,1
3810001,1.10023581232358,1
3815001,1.17817184882313,1
3820001,1.13124045815753,1
3825001,1.10038027852765,1
3830001,1.09291375690257,1
3835001,1.17686547478182,1
3840001,1.0028948786023,1
3845001,1.412293941999,1
3995001,1.10372999831946,1
4000001,1.05046869335802,1
4005001,1.05387877800502,1
4010001,0.985517273591301,1
4015001,0.984639172821022,1
4020001,1.12247978338837,1
4025001,1.03226147512885,1
4030001,1.03634919349453,1
4035001,1.01801021387677,1
4040001,1.07237028346706,1
4045001,1.07609016073512,1
4050001,0.995389885607695,1
4055001,0.999214622417175,1
4060001,1.0961529522702,1
4065001,0.99932925145182,1
4070001,1.1171860409795,1
4075001,1.04843074412097,1
4080001,1.03448107254194,1
4085001,1.03376820158455,1
4090001,1.11590640532455,1
4095001,1.14088896920031,1
4100001,1.14487578194635,1
4105001,1.05264063414513,1
4110001,1.06494265159774,1
4115001,1.02578913334917,1
4120001,0.984467123350657,1
4125001,1.01006958712642,1
4130001,1.09710589921264,1
4135001,0.935755989676543,1
4140001,1.04059714170489,1
4145001,0.99750043040204,1
4150001,1.10115085288312,1
4155001,1.04566648221732,1
4160001,1.04217810145584,1
4165001,1.09346330452676,1
4170001,1.0029477016888,1
4175001,1.0439068362617,1
4180001,1.05423438703424,1
4185001,1.01448864038241,1
4190001,1.05043283132413,1
4195001,1.00880228863136,1
4200001,1.02462920825937,1
4205001,1.11119212018954,1
4210001,0.999959086353047,1
4215001,1.05588813323556,1
4220001,1.10239031226255,1
4225001,1.01198126872573,1
4230001,1.02700183271616,1
4235001,1.0545531391889,1
4240001,1.06138570673425,1
4245001,1.18865578342253,1
4250001,1.07758868960201,1
4255001,1.23820331057876,1
4260001,1.02096167102596,1
4265001,1.03018620932881,1
4270001,1.09676012210631,1
4275001,1.00269041459393,1
4280001,1.07696682576072,1
4285001,1.24360556794027,1
4290001,1.05460836239366,1
4295001,1.20262150625807,1
4300001,1.13152882098512,1
4305001,1.25803355432861,1
4310001,1.20092914713876,1
4315001,1.0256390122291,1
4320001,1.05327424265663,1
4325001,1.02833602549479,1
4330001,1.07065087252816,1
4335001,1.11091429187134,1
4340001,0.970455757675072,1
4345001,1.13103773438433,1
4350001,1.07719332160287,1
4355001,1.02705231234464,1
4360001,1.06826805996981,1
4365001,1.02694276849985,1
4370001,1.0193382538514,1
4375001,1.1798867256667,1
4380001,1.05908212920455,1
4385001,1.07300453541151,1
4390001,1.01736977870463,1
4395001,0.985038165309147,1
4400001,1.03290112972343,1
4405001,1.03022039846856,1
4410001,0.945625975858907,1
4415001,0.973068957472471,1
4420001,1.10435656682248,1
4425001,0.996140839497304,1
4430001,1.0114188843552,1
4435001,1.0155485700637,1
4440001,1.08513787898725,1
4445001,0.978385637743257,1
4450001,1.00225997330658,1
4455001,1.04956450538502,1
4460001,1.05629016320699,1
4465001,0.84170873648442,1
4470001,0.791177159281995,1
4475001,0.706852395114947,1
4480001,0.796778146304596,1
4485001,0.73683786275138,1
4490001,0.81174212976251,1
4495001,0.71135617646886,1
4500001,0.791895226781243,1
4505001,0.755386929071372,1
4510001,0.792455212101464,1
4515001,0.734901427111948,1
4520001,0.768024587103253,1
4525001,0.816322940098394,1
4530001,0.687309016791978,1
4535001,0.833964609391666,1
4540001,0.724650655954553,1
4545001,0.732231961644527,1
4550001,0.761844430982586,1
4555001,0.706666499473515,1
4560001,0.823328226010534,1
4565001,0.738305004905467,1
4570001,0.73229924803323,1
4575001,0.723508328347369,1
4580001,0.699604751536828,1
4585001,0.758869350891203,1
4590001,0.754456743558466,1
4595001,0.750749665232508,1
4600001,0.67856668572826,1
4605001,0.717065917790784,1
4610001,0.755183952512675,1
4615001,0.774352875508062,1
4620001,0.784330315069941,1
4625001,0.758938088375007,1
4630001,0.775016848092082,1
4635001,0.78039290709342,1
4640001,0.901177440470252,1
4645001,0.690379153375343,1
4650001,0.766941291421984,1
4655001,0.771398677904848,1
4660001,0.751727985638748,1
4665001,0.712785703351768,1
4670001,0.762107860057735,1
4675001,0.818599372944839,1
4680001,0.702318433138687,1
4685001,0.795128395585749,1
4690001,0.759223690370321,1
4695001,0.733217173081578,1
4700001,0.7448353240398,1
4705001,0.672287406825478,1
4710001,0.726256044198863,1
4715001,0.682584698657906,1
4720001,0.799951272517691,1
4725001,0.749584139031955,1
4730001,0.761854176183376,1
4735001,0.745293488860004,1
4740001,0.753592138256078,1
4745001,0.815190984609067,1
4750001,0.736021845314816,1
4755001,0.682175248203373,1
4760001,0.771017283196327,1
4765001,0.774231811033159,1
4770001,0.782447953029394,1
4775001,0.723244044785047,1
4780001,0.728967706192879,1
4785001,0.744533935103169,1
4790001,0.788766276813002,1
4795001,0.733663014757097,1
4800001,0.732306994332596,1
4805001,0.691581559720201,1
4810001,0.722008206536312,1
4815001,0.762983060005661,1
4820001,0.754076366154817,1
4825001,0.740441877750773,1
4830001,0.720821544309798,1
4835001,0.78319978853533,1
4840001,0.738628689979767,1
4845001,0.706544632314113,1
4850001,0.757463733203944,1
4855001,0.767510755438697,1
4860001,0.78294822202415,1
4865001,0.842914904198755,1
4870001,0.743359529445207,1
4875001,0.698889655568244,1
4880001,0.821184711510989,1
4885001,0.820291343473346,1
4890001,0.760589900214121,1
4895001,0.744397350747477,1
4900001,0.834244222610969,1
4905001,0.770644813180268,1
4910001,0.776446408486244,1
4915001,0.691120844915539,1
4920001,0.955762675928055,1
4925001,0.777535305388282,1
4930001,0.681201921888645,1
4935001,0.858341082739606,1
4940001,0.805340361593133,1
4945001,0.845290850662748,1
4950001,0.771509890709658,1
4955001,0.790175214669736,1
4960001,0.804154487929855,1
4965001,0.756997924260997,1
4970001,0.720681313682326,1
4975001,0.77589469822638,1
4980001,0.824267696442507,1
4985001,0.717502614910047,1
4990001,0.791946756251461,1
4995001,0.774610216916975,1
5000001,0.756965504884978,1
5005001,0.801796432010668,1
5010001,0.736888509446815,1
5015001,0.78203130468513,1
5020001,0.71604380460178,1
5025001,0.729850053622518,1
5030001,0.762896139280143,1
5035001,0.754082604781409,1
5040001,0.787393319302334,1
5045001,0.697432534750922,1
5050001,0.707267075660486,1
5055001,0.826474115294024,1
5060001,0.792447522139915,1
5065001,0.843411869726919,1
5070001,0.762779422931121,1
5075001,0.751558708831647,1
5080001,0.853126214319104,1
5085001,0.836304168659239,1
5090001,0.748071188151985,1
5095001,0.762309571860771,1
5100001,0.745343476933497,1
5105001,1.01494001985348,1
5110001,0.889264363170593,1
5115001,0.838066568831813,1
5120001,0.881142390192414,1
5125001,0.780381018544288,1
5130001,0.815452513185387,1
5135001,0.813651322812743,1
5140001,0.767139370960302,1
5145001,0.734663476313964,1
5150001,0.761916938702493,1
5155001,0.809424358010517,1
5160001,0.797629294486713,1
5165001,0.767832866887798,1
5170001,0.74125452359042,1
5175001,0.909019883759761,1
5180001,1.13434152168142,1
5185001,0.774637634403754,1
5190001,0.758186674055868,1
5195001,0.758618059365806,1
5200001,0.723920339518018,1
5205001,0.785213058663793,1
5210001,0.774104062509813,1
5215001,0.712126767477263,1
5220001,0.725656521791315,1
5225001,0.788304406015945,1
5230001,0.767917167372283,1
5235001,0.797440983153973,1
5240001,0.95334564940978,1
5245001,0.775536929698069,1
5250001,0.71821613711214,1
5255001,0.753363497906763,1
5260001,0.768661313213282,1
5265001,0.782310757497828,1
5270001,0.842664999531019,1
5275001,0.83398975648743,1
5280001,0.745579592557957,1
5285001,0.766068533141678,1
5290001,0.849199591892433,1
5295001,0.831978646992544,1
5300001,0.807328332947341,1
5305001,0.705389897455906,1
5310001,0.728261301440661,1
5315001,0.755344956086997,1
5320001,0.718202370397832,1
5325001,0.713830118681028,1
5330001,0.765792085161714,1
5335001,0.72298699153956,1
5340001,0.736932004548326,1
5345001,0.74749064015332,1
5350001,0.739037329361975,1
5355001,0.72910818982786,1
5360001,0.714119295642324,1
5365001,0.769179893074061,1
5370001,0.752097744084575,1
5375001,0.790670549354066,1
5380001,0.669025790535618,1
5385001,0.7377385441408,1
5390001,0.741340084635881,1
5395001,0.709967975457342,1
5400001,0.687289928377151,1
5405001,0.777765505748481,1
5410001,0.704660256125906,1
5415001,0.813333120434222,1
5420001,0.741569152833163,1
5425001,0.746224789875893,1
5430001,0.737037736758842,1
5435001,0.701191493664414,1
5440001,0.883015749983369,1
5445001,0.676584423469091,1
5450001,0.667173458980374,1
5455001,0.665074017780444,1
5460001,0.752457977805679,1
5465001,0.73032407444697,1
5470001,0.735095633026955,1
5475001,0.729977372041783,1
5480001,0.681577849694892,1
5485001,0.785772279848654,1
5490001,0.745298260601847,1
5495001,0.730791397179422,1
5500001,0.702586193906469,1
5505001,0.761156051894308,1
5510001,0.79354450670623,1
5515001,0.673053556837296,1
5520001,0.745066832936737,1
5525001,0.75041982741306,1
5530001,0.777774814342761,1
5535001,0.656344918170141,1
5540001,0.747508743402681,1
5545001,0.683392101638185,1
5550001,0.801011718309203,1
5555001,0.737100249876467,1
5560001,0.784803433437972,1
5565001,0.747786459218792,1
5570001,0.751049809019401,1
5575001,0.836101271396436,1
5580001,0.756387153182457,1
5585001,0.788200452281546,1
5590001,0.70435867002147,1
5595001,0.745726988747473,1
5600001,0.837248293691018,1
5605001,0.787919744977636,1
5610001,0.713192331630356,1
5615001,0.788164780123611,1
5620001,0.793215481082902,1
5625001,0.64095609732235,1
5630001,0.778048981442145,1
5635001,0.783696412181366,1
5640001,0.820845479736237,1
5645001,0.753080273028325,1
5650001,0.780284490327143,1
5655001,0.825581615970702,1
5660001,0.794461642413755,1
5665001,0.864165171385167,1
5670001,0.856085849325653,1
5675001,0.757281772417912,1
5680001,0.755719797785349,1
5685001,0.743399473562513,1
5690001,0.672843684009918,1
5695001,0.79939930242632,1
5700001,0.857548652267607,1
5705001,0.719156574263866,1
5710001,0.769074571470512,1
5715001,0.712367198572017,1
5720001,0.727223995910654,1
5725001,0.790564009160148,1
5730001,0.902320204230849,1
5735001,0.746518205381659,1
5740001,0.723239658253695,1
5745001,0.748749097467442,1
5750001,0.777176917541201,1
5755001,0.693838340103433,1
5760001,0.831230316796596,1
5765001,0.715190128718747,1
5770001,0.733287756326702,1
5775001,0.774414196528646,1
5780001,0.762499850978364,1
5785001,0.694128744124122,1
5790001,0.746841424257839,1
5795001,0.678496277335245,1
5800001,0.702385876887249,1
5805001,0.765030574982062,1
5810001,0.73801180523324,1
5815001,0.726273426697028,1
5820001,0.767808936718173,1
5825001,0.725053373233071,1
5830001,0.725159667738124,1
5835001,0.713830174813542,1
5840001,0.859915783453799,1
5845001,0.737755020750934,1
5850001,0.78424986383414,1
5855001,0.672671447557678,1
5860001,0.674511238510105,1
